idtbody2,lectura,claveU
215,"{""head"": {""X"": 0.0497070476, ""Y"": 0.348171, ""Z"": 1.1593318}, ""neck"": {""X"": 0.09568662, ""Y"": 0.218336686, ""Z"": 1.178545}, ""hipLeft"": {""X"": 0.02559526, ""Y"": -0.233764678, ""Z"": 1.09618235}, ""footLeft"": {""X"": -0.004264285, ""Y"": -0.37613225, ""Z"": 0.456430227}, ""handLeft"": {""X"": -0.07776324, ""Y"": -0.17131339, ""Z"": 0.7165776}, ""hipRight"": {""X"": 0.162084252, ""Y"": -0.227327451, ""Z"": 1.08346009}, ""kneeLeft"": {""X"": 0.0184691511, ""Y"": 0.00374307972, ""Z"": 0.866296053}, ""spineMid"": {""X"": 0.09735672, ""Y"": -0.00321774883, ""Z"": 1.15464771}, ""ankleLeft"": {""X"": 0.003294143, ""Y"": -0.386002541, ""Z"": 0.5928365}, ""elbowLeft"": {""X"": -0.109349921, ""Y"": -0.02157224, ""Z"": 1.07243991}, ""footRight"": {""X"": 0.0409304053, ""Y"": -0.560287833, ""Z"": 0.254167736}, ""handRight"": {""X"": 0.034031257, ""Y"": -0.0597983152, ""Z"": 0.9218206}, ""kneeRight"": {""X"": 0.101782076, ""Y"": -0.425824165, ""Z"": 0.69648385}, ""spineBase"": {""X"": 0.09625315, ""Y"": -0.236477181, ""Z"": 1.11773407}, ""thumbLeft"": {""X"": -0.0926841944, ""Y"": -0.1147909, ""Z"": 0.668375}, ""wristLeft"": {""X"": -0.04166458, ""Y"": -0.07655911, ""Z"": 0.8763371}, ""ankleRight"": {""X"": 0.0536157973, ""Y"": -0.590611935, ""Z"": 0.38774237}, ""elbowRight"": {""X"": 0.358052462, ""Y"": -0.047291968, ""Z"": 1.10857832}, ""thumbRight"": {""X"": 0.0504598878, ""Y"": -0.110548154, ""Z"": 0.9954776}, ""wristRight"": {""X"": 0.182058752, ""Y"": -0.05720305, ""Z"": 0.9868782}, ""handTipLeft"": {""X"": -0.07977068, ""Y"": -0.164263725, ""Z"": 0.6444985}, ""handTipRight"": {""X"": -0.0227419324, ""Y"": -0.0807884857, ""Z"": 0.912208557}, ""shoulderLeft"": {""X"": -0.08160919, ""Y"": 0.107730836, ""Z"": 1.16760945}, ""shoulderRight"": {""X"": 0.250771552, ""Y"": 0.125889942, ""Z"": 1.14951026}, ""spineShoulder"": {""X"": 0.09622722, ""Y"": 0.164446861, ""Z"": 1.174295}}",09ECA0936C5F481EB6F3D79A23A64FE6
216,"{""head"": {""X"": 0.049253393, ""Y"": 0.348070234, ""Z"": 1.15929115}, ""neck"": {""X"": 0.09778725, ""Y"": 0.21955581, ""Z"": 1.18126452}, ""hipLeft"": {""X"": 0.0255197361, ""Y"": -0.233792588, ""Z"": 1.09601629}, ""footLeft"": {""X"": -0.0041479324, ""Y"": -0.375657856, ""Z"": 0.456037641}, ""handLeft"": {""X"": -0.0782420039, ""Y"": -0.16963236, ""Z"": 0.714394867}, ""hipRight"": {""X"": 0.161940575, ""Y"": -0.2271348, ""Z"": 1.0826478}, ""kneeLeft"": {""X"": 0.0184590165, ""Y"": 0.00374363037, ""Z"": 0.865941763}, ""spineMid"": {""X"": 0.0975538641, ""Y"": -0.00302310637, ""Z"": 1.15483618}, ""ankleLeft"": {""X"": 0.00328376563, ""Y"": -0.38600865, ""Z"": 0.5924779}, ""elbowLeft"": {""X"": -0.109516092, ""Y"": -0.0227048937, ""Z"": 1.07126582}, ""footRight"": {""X"": 0.0410389379, ""Y"": -0.5598776, ""Z"": 0.253355861}, ""handRight"": {""X"": 0.0326657221, ""Y"": -0.05794197, ""Z"": 0.9207016}, ""kneeRight"": {""X"": 0.101695158, ""Y"": -0.425881654, ""Z"": 0.695552349}, ""spineBase"": {""X"": 0.0961359, ""Y"": -0.236425415, ""Z"": 1.11729634}, ""thumbLeft"": {""X"": -0.09157246, ""Y"": -0.116616607, ""Z"": 0.668000042}, ""wristLeft"": {""X"": -0.04194254, ""Y"": -0.0771805644, ""Z"": 0.874965549}, ""ankleRight"": {""X"": 0.05359645, ""Y"": -0.5907799, ""Z"": 0.3868476}, ""elbowRight"": {""X"": 0.358369857, ""Y"": -0.04681878, ""Z"": 1.10807335}, ""thumbRight"": {""X"": 0.0501436777, ""Y"": -0.109248534, ""Z"": 0.9933872}, ""wristRight"": {""X"": 0.1815214, ""Y"": -0.0534402169, ""Z"": 0.987382054}, ""handTipLeft"": {""X"": -0.08388662, ""Y"": -0.161879286, ""Z"": 0.6454687}, ""handTipRight"": {""X"": -0.0249391682, ""Y"": -0.08061365, ""Z"": 0.910903454}, ""shoulderLeft"": {""X"": -0.08255403, ""Y"": 0.106507108, ""Z"": 1.16683149}, ""shoulderRight"": {""X"": 0.2507797, ""Y"": 0.125870809, ""Z"": 1.149545}, ""spineShoulder"": {""X"": 0.0976780057, ""Y"": 0.16532895, ""Z"": 1.17614222}}",09ECA0936C5F481EB6F3D79A23A64FE6
217,"{""head"": {""X"": 0.0488177054, ""Y"": 0.3479811, ""Z"": 1.15920949}, ""neck"": {""X"": 0.0990255252, ""Y"": 0.220178932, ""Z"": 1.18249166}, ""hipLeft"": {""X"": 0.0255093183, ""Y"": -0.233841911, ""Z"": 1.09575856}, ""footLeft"": {""X"": -0.00408749329, ""Y"": -0.375308245, ""Z"": 0.455705136}, ""handLeft"": {""X"": -0.07850097, ""Y"": -0.168324471, ""Z"": 0.7118555}, ""hipRight"": {""X"": 0.161938861, ""Y"": -0.226999536, ""Z"": 1.08203685}, ""kneeLeft"": {""X"": 0.01843982, ""Y"": 0.00384936016, ""Z"": 0.8656346}, ""spineMid"": {""X"": 0.09779596, ""Y"": -0.00286032446, ""Z"": 1.1549449}, ""ankleLeft"": {""X"": 0.00326440739, ""Y"": -0.385910332, ""Z"": 0.592169}, ""elbowLeft"": {""X"": -0.109637827, ""Y"": -0.0234747976, ""Z"": 1.07060778}, ""footRight"": {""X"": 0.04132168, ""Y"": -0.559453249, ""Z"": 0.252538651}, ""handRight"": {""X"": 0.03100259, ""Y"": -0.0572632328, ""Z"": 0.921899438}, ""kneeRight"": {""X"": 0.101794846, ""Y"": -0.425813943, ""Z"": 0.694725931}, ""spineBase"": {""X"": 0.0961270258, ""Y"": -0.236395359, ""Z"": 1.11686051}, ""thumbLeft"": {""X"": -0.0889709741, ""Y"": -0.0812978745, ""Z"": 0.6665}, ""wristLeft"": {""X"": -0.0430257656, ""Y"": -0.07753663, ""Z"": 0.8738512}, ""ankleRight"": {""X"": 0.0538004674, ""Y"": -0.5906805, ""Z"": 0.3859747}, ""elbowRight"": {""X"": 0.358523279, ""Y"": -0.04637664, ""Z"": 1.10752523}, ""thumbRight"": {""X"": 0.0503953025, ""Y"": -0.109344915, ""Z"": 0.994084835}, ""wristRight"": {""X"": 0.181071937, ""Y"": -0.05070489, ""Z"": 0.98760736}, ""handTipLeft"": {""X"": -0.0869925842, ""Y"": -0.143757254, ""Z"": 0.6250358}, ""handTipRight"": {""X"": -0.0249011163, ""Y"": -0.0801781937, ""Z"": 0.9101779}, ""shoulderLeft"": {""X"": -0.08307817, ""Y"": 0.105721936, ""Z"": 1.16633248}, ""shoulderRight"": {""X"": 0.250776321, ""Y"": 0.125853539, ""Z"": 1.14956}, ""spineShoulder"": {""X"": 0.09866869, ""Y"": 0.16583775, ""Z"": 1.177077}}",09ECA0936C5F481EB6F3D79A23A64FE6
218,"{""head"": {""X"": 0.04806657, ""Y"": 0.347825944, ""Z"": 1.15905237}, ""neck"": {""X"": 0.0937087238, ""Y"": 0.21730569, ""Z"": 1.17661965}, ""hipLeft"": {""X"": 0.0258119926, ""Y"": -0.233933687, ""Z"": 1.09510815}, ""footLeft"": {""X"": -0.003953712, ""Y"": -0.375871062, ""Z"": 0.454655826}, ""handLeft"": {""X"": -0.08032711, ""Y"": -0.162352324, ""Z"": 0.7109369}, ""hipRight"": {""X"": 0.162431285, ""Y"": -0.226511031, ""Z"": 1.08041692}, ""kneeLeft"": {""X"": 0.01829919, ""Y"": 0.003974327, ""Z"": 0.864595}, ""spineMid"": {""X"": 0.09637826, ""Y"": -0.00358311925, ""Z"": 1.15247631}, ""ankleLeft"": {""X"": 0.00312347361, ""Y"": -0.385807, ""Z"": 0.5911188}, ""elbowLeft"": {""X"": -0.109830134, ""Y"": -0.02528843, ""Z"": 1.069631}, ""footRight"": {""X"": 0.0417889655, ""Y"": -0.5600202, ""Z"": 0.250403553}, ""handRight"": {""X"": 0.0281525645, ""Y"": -0.05468873, ""Z"": 0.919589043}, ""kneeRight"": {""X"": 0.102098323, ""Y"": -0.425643176, ""Z"": 0.69260937}, ""spineBase"": {""X"": 0.0965369046, ""Y"": -0.236233264, ""Z"": 1.11574018}, ""thumbLeft"": {""X"": -0.09385833, ""Y"": -0.0842474848, ""Z"": 0.6793333}, ""wristLeft"": {""X"": -0.04427171, ""Y"": -0.07822353, ""Z"": 0.872184753}, ""ankleRight"": {""X"": 0.05401597, ""Y"": -0.5905117, ""Z"": 0.383839965}, ""elbowRight"": {""X"": 0.359305769, ""Y"": -0.04557407, ""Z"": 1.10611975}, ""thumbRight"": {""X"": 0.0486376844, ""Y"": -0.104277186, ""Z"": 0.986}, ""wristRight"": {""X"": 0.180306584, ""Y"": -0.0444226973, ""Z"": 0.98843807}, ""handTipLeft"": {""X"": -0.08769326, ""Y"": -0.1452107, ""Z"": 0.6240282}, ""handTipRight"": {""X"": -0.0262318123, ""Y"": -0.0769052953, ""Z"": 0.907671452}, ""shoulderLeft"": {""X"": -0.0839937, ""Y"": 0.104112141, ""Z"": 1.16529894}, ""shoulderRight"": {""X"": 0.250763029, ""Y"": 0.1258124, ""Z"": 1.14960623}, ""spineShoulder"": {""X"": 0.09462826, ""Y"": 0.163631961, ""Z"": 1.17241144}}",09ECA0936C5F481EB6F3D79A23A64FE6
219,"{""head"": {""X"": 0.0478714369, ""Y"": 0.347754538, ""Z"": 1.1589793}, ""neck"": {""X"": 0.09318896, ""Y"": 0.217072278, ""Z"": 1.17587554}, ""hipLeft"": {""X"": 0.0258634929, ""Y"": -0.233962819, ""Z"": 1.09490132}, ""footLeft"": {""X"": -0.00369095569, ""Y"": -0.3760456, ""Z"": 0.454128623}, ""handLeft"": {""X"": -0.079645656, ""Y"": -0.163804248, ""Z"": 0.7095375}, ""hipRight"": {""X"": 0.162507862, ""Y"": -0.2264202, ""Z"": 1.07995224}, ""kneeLeft"": {""X"": 0.0184691343, ""Y"": 0.00385242421, ""Z"": 0.8640772}, ""spineMid"": {""X"": 0.09610834, ""Y"": -0.0036940088, ""Z"": 1.15191877}, ""ankleLeft"": {""X"": 0.00329239224, ""Y"": -0.3859368, ""Z"": 0.590592742}, ""elbowLeft"": {""X"": -0.109927349, ""Y"": -0.0258352477, ""Z"": 1.06922555}, ""footRight"": {""X"": 0.0420110822, ""Y"": -0.5600801, ""Z"": 0.249770552}, ""handRight"": {""X"": 0.0275493171, ""Y"": -0.0540061481, ""Z"": 0.9183345}, ""kneeRight"": {""X"": 0.102189586, ""Y"": -0.4256567, ""Z"": 0.691971}, ""spineBase"": {""X"": 0.09660345, ""Y"": -0.236203939, ""Z"": 1.11539447}, ""thumbLeft"": {""X"": -0.0923037753, ""Y"": -0.08545652, ""Z"": 0.685250044}, ""wristLeft"": {""X"": -0.04439762, ""Y"": -0.07827532, ""Z"": 0.8716298}, ""ankleRight"": {""X"": 0.0541405454, ""Y"": -0.590526462, ""Z"": 0.383188128}, ""elbowRight"": {""X"": 0.359481931, ""Y"": -0.04552241, ""Z"": 1.10581529}, ""thumbRight"": {""X"": 0.0481404364, ""Y"": -0.104972959, ""Z"": 0.988175869}, ""wristRight"": {""X"": 0.180301458, ""Y"": -0.0441167168, ""Z"": 0.9884043}, ""handTipLeft"": {""X"": -0.08738407, ""Y"": -0.1497644, ""Z"": 0.6220104}, ""handTipRight"": {""X"": -0.0271542985, ""Y"": -0.07699737, ""Z"": 0.9069962}, ""shoulderLeft"": {""X"": -0.08413955, ""Y"": 0.103610173, ""Z"": 1.16484761}, ""shoulderRight"": {""X"": 0.2507749, ""Y"": 0.125793785, ""Z"": 1.149599}, ""spineShoulder"": {""X"": 0.0941559, ""Y"": 0.163416162, ""Z"": 1.17171538}}",09ECA0936C5F481EB6F3D79A23A64FE6
220,"{""head"": {""X"": 0.0477522165, ""Y"": 0.347721964, ""Z"": 1.15892541}, ""neck"": {""X"": 0.09275467, ""Y"": 0.216844678, ""Z"": 1.17529857}, ""hipLeft"": {""X"": 0.026044406, ""Y"": -0.2340709, ""Z"": 1.0947572}, ""footLeft"": {""X"": -0.00458761957, ""Y"": -0.376137078, ""Z"": 0.453894645}, ""handLeft"": {""X"": -0.08021665, ""Y"": -0.163915381, ""Z"": 0.708720744}, ""hipRight"": {""X"": 0.162762418, ""Y"": -0.226266176, ""Z"": 1.07917738}, ""kneeLeft"": {""X"": 0.0184613615, ""Y"": 0.00379690924, ""Z"": 0.8637901}, ""spineMid"": {""X"": 0.09595873, ""Y"": -0.003821327, ""Z"": 1.1514529}, ""ankleLeft"": {""X"": 0.0032844136, ""Y"": -0.3859969, ""Z"": 0.590301037}, ""elbowLeft"": {""X"": -0.1099497, ""Y"": -0.0260943826, ""Z"": 1.06901312}, ""footRight"": {""X"": 0.0412335955, ""Y"": -0.56021595, ""Z"": 0.24903585}, ""handRight"": {""X"": 0.122656316, ""Y"": -0.0614715926, ""Z"": 0.969449043}, ""kneeRight"": {""X"": 0.102337636, ""Y"": -0.4257001, ""Z"": 0.6910882}, ""spineBase"": {""X"": 0.09682187, ""Y"": -0.236210987, ""Z"": 1.11499953}, ""thumbLeft"": {""X"": -0.09251079, ""Y"": -0.08577763, ""Z"": 0.6760415}, ""wristLeft"": {""X"": -0.04453742, ""Y"": -0.07819197, ""Z"": 0.8712787}, ""ankleRight"": {""X"": 0.0542242229, ""Y"": -0.5906431, ""Z"": 0.382343173}, ""elbowRight"": {""X"": 0.359605223, ""Y"": -0.0453446247, ""Z"": 1.1056422}, ""thumbRight"": {""X"": 0.09866173, ""Y"": -0.128196985, ""Z"": 0.9955152}, ""wristRight"": {""X"": 0.177149728, ""Y"": -0.0437447056, ""Z"": 0.9935051}, ""handTipLeft"": {""X"": -0.08903492, ""Y"": -0.158873454, ""Z"": 0.636654735}, ""handTipRight"": {""X"": 0.04238153, ""Y"": -0.0662859753, ""Z"": 0.8912317}, ""shoulderLeft"": {""X"": -0.08425974, ""Y"": 0.103367992, ""Z"": 1.164649}, ""shoulderRight"": {""X"": 0.249276578, ""Y"": 0.1263732, ""Z"": 1.146589}, ""spineShoulder"": {""X"": 0.09378565, ""Y"": 0.1632039, ""Z"": 1.1711694}}",09ECA0936C5F481EB6F3D79A23A64FE6
221,"{""head"": {""X"": 0.0476617478, ""Y"": 0.347665548, ""Z"": 1.15885019}, ""neck"": {""X"": 0.09250784, ""Y"": 0.216651976, ""Z"": 1.17487586}, ""hipLeft"": {""X"": 0.0262172185, ""Y"": -0.2340986, ""Z"": 1.09462273}, ""footLeft"": {""X"": -0.00442821672, ""Y"": -0.3761164, ""Z"": 0.453606635}, ""handLeft"": {""X"": -0.07929999, ""Y"": -0.168436766, ""Z"": 0.713637531}, ""hipRight"": {""X"": 0.16306971, ""Y"": -0.226067439, ""Z"": 1.07856476}, ""kneeLeft"": {""X"": 0.0185142066, ""Y"": 0.003823504, ""Z"": 0.863515}, ""spineMid"": {""X"": 0.09589752, ""Y"": -0.00389581, ""Z"": 1.1510886}, ""ankleLeft"": {""X"": 0.00333685568, ""Y"": -0.385975838, ""Z"": 0.590023041}, ""elbowLeft"": {""X"": -0.109724075, ""Y"": -0.0261616129, ""Z"": 1.06861746}, ""footRight"": {""X"": 0.0413727164, ""Y"": -0.560300469, ""Z"": 0.248411387}, ""handRight"": {""X"": 0.0246885549, ""Y"": -0.053713195, ""Z"": 0.915874243}, ""kneeRight"": {""X"": 0.1024875, ""Y"": -0.4257093, ""Z"": 0.690385461}, ""spineBase"": {""X"": 0.09706831, ""Y"": -0.236139715, ""Z"": 1.11464643}, ""thumbLeft"": {""X"": -0.09401764, ""Y"": -0.114395708, ""Z"": 0.665166736}, ""wristLeft"": {""X"": -0.0445740819, ""Y"": -0.0780547038, ""Z"": 0.870733857}, ""ankleRight"": {""X"": 0.05426838, ""Y"": -0.5907359, ""Z"": 0.381692737}, ""elbowRight"": {""X"": 0.3596349, ""Y"": -0.0451221541, ""Z"": 1.10525274}, ""thumbRight"": {""X"": 0.0436517969, ""Y"": -0.1008605, ""Z"": 0.993374944}, ""wristRight"": {""X"": 0.180630788, ""Y"": -0.04392995, ""Z"": 0.9875321}, ""handTipLeft"": {""X"": -0.08825536, ""Y"": -0.146141469, ""Z"": 0.628028154}, ""handTipRight"": {""X"": -0.0279578883, ""Y"": -0.07510945, ""Z"": 0.906592369}, ""shoulderLeft"": {""X"": -0.08430906, ""Y"": 0.103199616, ""Z"": 1.1644969}, ""shoulderRight"": {""X"": 0.249385566, ""Y"": 0.12627843, ""Z"": 1.14682364}, ""spineShoulder"": {""X"": 0.09357886, ""Y"": 0.163034856, ""Z"": 1.17076492}}",09ECA0936C5F481EB6F3D79A23A64FE6
222,"{""head"": {""X"": 0.0475174, ""Y"": 0.347556531, ""Z"": 1.15851068}, ""neck"": {""X"": 0.0921742842, ""Y"": 0.21633321, ""Z"": 1.17364323}, ""hipLeft"": {""X"": 0.0264344662, ""Y"": -0.234152287, ""Z"": 1.0942291}, ""footLeft"": {""X"": -0.00459628273, ""Y"": -0.3762141, ""Z"": 0.452668667}, ""handLeft"": {""X"": -0.0797977448, ""Y"": -0.164538473, ""Z"": 0.7075857}, ""hipRight"": {""X"": 0.163300246, ""Y"": -0.225798175, ""Z"": 1.07762516}, ""kneeLeft"": {""X"": 0.01876123, ""Y"": 0.00380521314, ""Z"": 0.8625613}, ""spineMid"": {""X"": 0.09571777, ""Y"": -0.00403869664, ""Z"": 1.15007091}, ""ankleLeft"": {""X"": 0.00358223449, ""Y"": -0.386011928, ""Z"": 0.589057565}, ""elbowLeft"": {""X"": -0.109957479, ""Y"": -0.0262538884, ""Z"": 1.06823874}, ""footRight"": {""X"": 0.0419791527, ""Y"": -0.559866548, ""Z"": 0.246698141}, ""handRight"": {""X"": 0.102800809, ""Y"": -0.06064818, ""Z"": 0.963110149}, ""kneeRight"": {""X"": 0.103102759, ""Y"": -0.42547363, ""Z"": 0.6887572}, ""spineBase"": {""X"": 0.09731308, ""Y"": -0.236018777, ""Z"": 1.11394131}, ""thumbLeft"": {""X"": -0.09254853, ""Y"": -0.0813193545, ""Z"": 0.663}, ""wristLeft"": {""X"": -0.0453845561, ""Y"": -0.07815144, ""Z"": 0.870143}, ""ankleRight"": {""X"": 0.0552581, ""Y"": -0.5902952, ""Z"": 0.37986818}, ""elbowRight"": {""X"": 0.3603568, ""Y"": -0.044460658, ""Z"": 1.104466}, ""thumbRight"": {""X"": 0.07259339, ""Y"": -0.118582264, ""Z"": 0.996618032}, ""wristRight"": {""X"": 0.181804433, ""Y"": -0.04319915, ""Z"": 0.986000657}, ""handTipLeft"": {""X"": -0.0829464048, ""Y"": -0.142902, ""Z"": 0.6140351}, ""handTipRight"": {""X"": 0.0239872932, ""Y"": -0.05853462, ""Z"": 0.884521365}, ""shoulderLeft"": {""X"": -0.08415809, ""Y"": 0.103070393, ""Z"": 1.16408741}, ""shoulderRight"": {""X"": 0.249430284, ""Y"": 0.126386985, ""Z"": 1.14504969}, ""spineShoulder"": {""X"": 0.09325921, ""Y"": 0.16274181, ""Z"": 1.16959155}}",09ECA0936C5F481EB6F3D79A23A64FE6
223,"{""head"": {""X"": 0.0475534871, ""Y"": 0.347520143, ""Z"": 1.158371}, ""neck"": {""X"": 0.09213439, ""Y"": 0.216231287, ""Z"": 1.17323458}, ""hipLeft"": {""X"": 0.0265535545, ""Y"": -0.234198853, ""Z"": 1.09406412}, ""footLeft"": {""X"": -0.004909128, ""Y"": -0.376160026, ""Z"": 0.452456057}, ""handLeft"": {""X"": -0.07971668, ""Y"": -0.163786918, ""Z"": 0.7054431}, ""hipRight"": {""X"": 0.1634584, ""Y"": -0.225740239, ""Z"": 1.07709336}, ""kneeLeft"": {""X"": 0.01877119, ""Y"": 0.003876325, ""Z"": 0.862329662}, ""spineMid"": {""X"": 0.09571957, ""Y"": -0.00410732767, ""Z"": 1.14967561}, ""ankleLeft"": {""X"": 0.00359197939, ""Y"": -0.3859463, ""Z"": 0.5888244}, ""elbowLeft"": {""X"": -0.109726414, ""Y"": -0.0264560077, ""Z"": 1.06793714}, ""footRight"": {""X"": 0.04192597, ""Y"": -0.559874833, ""Z"": 0.246030211}, ""handRight"": {""X"": 0.1024668, ""Y"": -0.0599626638, ""Z"": 0.9628914}, ""kneeRight"": {""X"": 0.103305042, ""Y"": -0.425502121, ""Z"": 0.6880498}, ""spineBase"": {""X"": 0.0974594057, ""Y"": -0.23601532, ""Z"": 1.11359525}, ""thumbLeft"": {""X"": -0.0925334245, ""Y"": -0.0834554955, ""Z"": 0.6756}, ""wristLeft"": {""X"": -0.04620166, ""Y"": -0.0785683244, ""Z"": 0.869553}, ""ankleRight"": {""X"": 0.0555169433, ""Y"": -0.590314746, ""Z"": 0.379137576}, ""elbowRight"": {""X"": 0.360415816, ""Y"": -0.0443097651, ""Z"": 1.10396183}, ""thumbRight"": {""X"": 0.0726257563, ""Y"": -0.118487254, ""Z"": 0.9964416}, ""wristRight"": {""X"": 0.181677192, ""Y"": -0.04257311, ""Z"": 0.985777736}, ""handTipLeft"": {""X"": -0.0824060738, ""Y"": -0.141971111, ""Z"": 0.6100352}, ""handTipRight"": {""X"": 0.02354523, ""Y"": -0.0581949428, ""Z"": 0.883865833}, ""shoulderLeft"": {""X"": -0.0840850845, ""Y"": 0.102908134, ""Z"": 1.16378224}, ""shoulderRight"": {""X"": 0.249227136, ""Y"": 0.126623467, ""Z"": 1.14373755}, ""spineShoulder"": {""X"": 0.0932224, ""Y"": 0.162642375, ""Z"": 1.169188}}",09ECA0936C5F481EB6F3D79A23A64FE6
224,"{""head"": {""X"": 0.0476139449, ""Y"": 0.347445935, ""Z"": 1.15818226}, ""neck"": {""X"": 0.0921413, ""Y"": 0.216191724, ""Z"": 1.17304313}, ""hipLeft"": {""X"": 0.02667416, ""Y"": -0.2342398, ""Z"": 1.09393489}, ""footLeft"": {""X"": -0.0045052385, ""Y"": -0.376184, ""Z"": 0.452119529}, ""handLeft"": {""X"": -0.07967281, ""Y"": -0.164731458, ""Z"": 0.7068269}, ""hipRight"": {""X"": 0.163571253, ""Y"": -0.225701571, ""Z"": 1.0768801}, ""kneeLeft"": {""X"": 0.0188901033, ""Y"": 0.00384646561, ""Z"": 0.862019241}, ""spineMid"": {""X"": 0.09574625, ""Y"": -0.00413857261, ""Z"": 1.14947832}, ""ankleLeft"": {""X"": 0.003710216, ""Y"": -0.38598156, ""Z"": 0.588509738}, ""elbowLeft"": {""X"": -0.109485559, ""Y"": -0.0265641119, ""Z"": 1.06779528}, ""footRight"": {""X"": 0.0424975157, ""Y"": -0.5597144, ""Z"": 0.245525941}, ""handRight"": {""X"": 0.104648717, ""Y"": -0.0589970462, ""Z"": 0.963937938}, ""kneeRight"": {""X"": 0.103506237, ""Y"": -0.425453961, ""Z"": 0.6876104}, ""spineBase"": {""X"": 0.0975809842, ""Y"": -0.236010626, ""Z"": 1.1134088}, ""thumbLeft"": {""X"": -0.09244161, ""Y"": -0.08398165, ""Z"": 0.6737453}, ""wristLeft"": {""X"": -0.0465773232, ""Y"": -0.0788201839, ""Z"": 0.8692466}, ""ankleRight"": {""X"": 0.0558098033, ""Y"": -0.5901851, ""Z"": 0.3786328}, ""elbowRight"": {""X"": 0.360468775, ""Y"": -0.0443092659, ""Z"": 1.1037221}, ""thumbRight"": {""X"": 0.0755426, ""Y"": -0.118493706, ""Z"": 0.996823847}, ""wristRight"": {""X"": 0.181589961, ""Y"": -0.0421217456, ""Z"": 0.985751331}, ""handTipLeft"": {""X"": -0.0829464048, ""Y"": -0.142902, ""Z"": 0.6140351}, ""handTipRight"": {""X"": 0.0262974259, ""Y"": -0.0582345873, ""Z"": 0.8829464}, ""shoulderLeft"": {""X"": -0.0840552747, ""Y"": 0.102838978, ""Z"": 1.16365385}, ""shoulderRight"": {""X"": 0.249624878, ""Y"": 0.126409754, ""Z"": 1.14455843}, ""spineShoulder"": {""X"": 0.09322953, ""Y"": 0.162601247, ""Z"": 1.16899681}}",09ECA0936C5F481EB6F3D79A23A64FE6
225,"{""head"": {""X"": 0.04773952, ""Y"": 0.347397119, ""Z"": 1.157947}, ""neck"": {""X"": 0.09216532, ""Y"": 0.216093153, ""Z"": 1.17273283}, ""hipLeft"": {""X"": 0.0270326231, ""Y"": -0.234334, ""Z"": 1.093686}, ""footLeft"": {""X"": -0.00489859376, ""Y"": -0.37609762, ""Z"": 0.451901436}, ""handLeft"": {""X"": -0.07976211, ""Y"": -0.163926378, ""Z"": 0.7059692}, ""hipRight"": {""X"": 0.163931176, ""Y"": -0.225602, ""Z"": 1.076371}, ""kneeLeft"": {""X"": 0.0188278388, ""Y"": 0.003930674, ""Z"": 0.861782134}, ""spineMid"": {""X"": 0.09586751, ""Y"": -0.004205026, ""Z"": 1.14913774}, ""ankleLeft"": {""X"": 0.00364799472, ""Y"": -0.38590318, ""Z"": 0.588271141}, ""elbowLeft"": {""X"": -0.109438218, ""Y"": -0.026630979, ""Z"": 1.06764388}, ""footRight"": {""X"": 0.0422194153, ""Y"": -0.5597989, ""Z"": 0.245022625}, ""handRight"": {""X"": 0.104901433, ""Y"": -0.05893979, ""Z"": 0.9636439}, ""kneeRight"": {""X"": 0.103685692, ""Y"": -0.425513953, ""Z"": 0.6870036}, ""spineBase"": {""X"": 0.09794619, ""Y"": -0.236004, ""Z"": 1.11302161}, ""thumbLeft"": {""X"": -0.09252459, ""Y"": -0.0843017, ""Z"": 0.6738925}, ""wristLeft"": {""X"": -0.0469960645, ""Y"": -0.0788345262, ""Z"": 0.8689276}, ""ankleRight"": {""X"": 0.05586403, ""Y"": -0.5902955, ""Z"": 0.3780652}, ""elbowRight"": {""X"": 0.3606477, ""Y"": -0.0443172641, ""Z"": 1.10334039}, ""thumbRight"": {""X"": 0.07324793, ""Y"": -0.118582934, ""Z"": 0.996447563}, ""wristRight"": {""X"": 0.181997821, ""Y"": -0.04190287, ""Z"": 0.9850066}, ""handTipLeft"": {""X"": -0.08281132, ""Y"": -0.142669275, ""Z"": 0.613035142}, ""handTipRight"": {""X"": 0.0266568121, ""Y"": -0.05561641, ""Z"": 0.883473039}, ""shoulderLeft"": {""X"": -0.0839726, ""Y"": 0.102757022, ""Z"": 1.16352236}, ""shoulderRight"": {""X"": 0.2494996, ""Y"": 0.126739979, ""Z"": 1.14338458}, ""spineShoulder"": {""X"": 0.09327058, ""Y"": 0.162506446, ""Z"": 1.168683}}",09ECA0936C5F481EB6F3D79A23A64FE6
